"RESULT","DAY","ID"
3,21/03/21,40
2,21/03/23,432
5,21/03/10,299
4,20/09/06,392
5,21/02/20,145
2,21/04/14,860
3,20/07/25,489
6,21/04/29,887
4,21/04/09,887
5,20/06/26,440
2,20/06/01,483
5,20/09/12,801
2,21/01/22,916
3,21/01/18,721
4,20/07/04,253
5,20/07/09,382
6,20/06/24,250
4,21/03/26,979
5,21/01/04,324
4,21/04/23,979
4,20/06/18,383
4,21/01/14,442
5,21/04/19,882
3,20/09/02,42
5,20/05/29,934
2,20/06/01,392
6,20/11/03,513
6,20/06/22,97
2,21/04/13,165
4,20/12/23,155
2,20/07/30,62
6,21/04/01,344
3,20/12/08,737
5,21/03/24,46
4,21/03/15,299
2,20/07/15,324
5,20/12/15,539
4,21/05/06,42
3,20/10/14,860
3,21/02/15,367
4,21/03/08,216
4,21/05/17,21
4,21/05/12,533
5,21/03/10,285
3,21/05/24,383
4,20/06/22,479
5,21/04/09,223
5,20/11/27,166
6,21/02/09,943
4,20/11/18,231
5,20/09/29,890
5,20/10/05,882
3,21/04/17,216
3,20/11/18,62
4,20/08/12,887
5,20/12/04,392
4,21/04/02,165
3,20/05/29,97
4,20/06/03,700
4,21/04/21,253
5,21/05/06,754
4,21/05/23,914
4,20/10/19,976
3,20/07/27,868
5,21/02/19,142
5,21/04/20,288
4,21/03/17,882
6,20/06/14,584
4,20/08/19,801
4,20/12/16,356
5,20/08/30,142
4,20/07/17,721
5,20/10/09,57
2,20/08/15,356
3,20/11/21,879
3,20/11/09,700
3,20/09/22,288
3,20/09/22,890
5,21/02/21,483
4,20/06/28,847
2,21/03/28,735
4,21/05/13,97
6,21/03/15,324
3,20/06/28,848
5,21/05/05,472
4,20/10/22,941
3,21/03/14,547
4,21/05/14,34
5,20/09/05,188
4,21/01/23,795
4,20/07/11,159
4,20/05/29,42
4,20/12/07,285
2,21/01/05,367
2,21/04/11,826
5,21/01/09,428
6,20/07/20,13
4,20/06/20,513
3,20/06/30,472
2,20/11/10,288
4,21/01/05,554
6,21/01/19,483
5,21/04/06,511
4,21/04/14,487
4,21/05/10,145
2,20/08/28,606
5,21/02/13,879
4,20/09/22,718
3,21/05/09,735
5,21/02/06,539
4,20/09/01,222
4,20/07/30,240
4,20/06/12,188
5,20/11/13,440
4,21/03/10,979
5,20/06/02,606
5,20/06/29,367
3,21/01/28,137
5,20/06/03,844
5,21/03/17,533
3,21/01/08,742
3,21/02/21,223
5,20/10/18,648
5,21/04/30,489
2,20/08/06,42
3,21/01/19,648
3,21/03/04,533
5,21/04/24,221
2,21/04/11,432
2,20/07/02,234
3,20/11/20,539
3,21/04/02,479
4,21/03/31,21
3,21/02/20,292
5,20/08/10,362
4,21/02/16,188
3,21/03/10,440
5,20/12/15,97
3,20/11/17,240
5,20/11/09,42
3,20/11/07,155
4,21/03/17,383
6,21/03/05,483
3,21/04/13,521
5,20/08/05,250
4,20/09/12,253
5,21/01/27,521
3,21/01/21,284
4,20/11/02,253
4,20/09/23,34
4,21/04/21,253
6,21/03/30,432
3,20/07/22,746
5,20/12/07,879
5,20/10/15,299
3,20/06/21,230
2,20/08/05,906
2,21/03/19,483
3,20/07/31,826
4,20/09/23,735
2,20/11/18,887
2,20/11/30,440
4,20/06/09,546
6,20/09/22,489
3,20/12/01,231
4,20/12/03,63
5,20/08/18,432
4,21/03/08,46
5,21/04/11,483
6,21/05/13,159
3,20/10/27,340
6,20/07/22,269
2,21/05/12,891
4,21/04/13,487
2,20/11/30,155
3,20/12/27,620
6,21/04/02,40
6,20/07/02,392
5,21/01/23,882
3,21/05/02,847
5,21/03/11,165
4,21/03/03,288
4,21/04/13,976
2,21/01/03,891
6,20/06/29,546
3,20/10/29,72
4,21/05/16,34
4,20/11/10,690
5,20/06/07,253
4,21/04/26,231
5,21/05/13,826
4,20/06/01,240
2,21/03/17,57
3,21/01/02,979
5,20/09/26,344
6,20/12/26,785
5,21/02/18,718
3,21/04/13,513
5,20/12/22,944
2,20/09/20,690
3,21/04/13,340
4,21/04/08,340
4,20/08/15,795
4,21/03/03,754
3,21/03/17,34
2,21/03/29,356
5,20/10/29,40
3,20/07/06,85
4,21/01/30,63
3,20/06/21,292
4,20/11/17,882
5,21/05/10,106
6,20/09/23,97
4,21/02/27,92
4,20/10/20,795
5,20/11/22,145
5,20/09/18,559
3,20/06/18,250
4,20/07/10,181
5,20/09/11,742
3,20/10/22,137
6,20/10/22,34
6,21/01/25,106
4,21/03/06,521
6,21/03/22,979
5,20/12/09,85
5,21/03/17,588
5,21/01/15,521
3,20/10/18,941
4,20/11/20,479
6,20/12/23,737
4,20/07/12,436
5,20/07/04,934
3,20/06/23,976
4,20/09/27,943
6,20/08/09,847
4,20/10/07,106
4,21/01/11,746
3,21/03/04,209
5,20/06/01,362
4,20/08/12,812
5,20/08/22,362
4,20/06/30,161
4,21/05/15,746
4,21/03/12,559
4,20/05/29,976
4,20/08/22,882
4,21/04/12,906
4,21/01/08,142
2,21/05/05,559
6,21/05/21,871
4,21/04/07,442
6,20/08/17,690
4,21/04/13,46
5,21/05/10,63
6,21/05/21,513
5,21/02/16,785
3,20/12/31,513
5,21/05/23,746
4,20/12/20,971
3,20/10/08,40
6,21/05/09,721
4,21/03/15,539
3,21/02/20,428
5,21/01/25,155
4,20/08/05,890
4,20/08/23,879
4,20/08/11,440
5,20/10/24,546
2,20/12/25,533
6,20/08/31,181
3,21/05/22,285
5,20/10/15,584
3,20/09/18,34
4,20/05/25,46
2,20/06/15,440
5,20/12/18,479
3,21/03/20,137
3,20/11/14,826
5,21/02/26,588
4,21/02/21,577
3,20/11/17,483
6,21/03/04,717
3,20/09/12,860
5,20/08/20,801
4,21/03/04,344
2,20/07/29,231
5,20/08/02,442
2,21/01/28,690
4,20/09/14,428
5,20/09/30,721
3,21/02/22,906
6,21/01/07,606
2,21/04/30,440
2,20/07/28,871
5,20/06/19,34
4,20/06/24,222
3,20/08/09,234
3,20/06/22,735
4,20/12/12,860
3,21/01/15,299
5,20/08/05,392
3,21/02/22,746
3,21/01/29,442
3,20/10/30,511
4,21/04/24,700
2,20/09/16,498
5,20/12/03,669
3,21/03/23,669
4,20/09/29,57
5,21/03/20,487
4,20/10/31,679
5,21/03/15,718
4,21/04/19,382
2,21/02/04,432
5,20/08/23,976
4,21/03/17,908
4,20/10/26,554
4,20/12/03,216
4,20/07/31,209
3,21/05/16,253
2,21/03/02,812
5,20/06/01,292
3,21/01/22,250
5,20/12/21,392
3,20/07/14,735
3,20/09/22,916
5,21/03/11,288
6,21/04/25,230
4,20/06/02,63
5,20/12/27,679
4,20/08/22,700
3,20/10/18,209
4,21/04/05,299
4,20/09/26,46
2,21/04/06,340
4,20/07/18,717
4,21/02/15,340
4,20/11/10,159
3,20/12/03,906
6,20/12/27,826
5,21/04/21,21
4,20/11/16,860
3,20/06/08,42
4,20/08/17,908
3,21/04/25,144
5,21/05/14,34
6,21/03/30,40
6,21/02/15,483
3,21/04/27,222
4,21/05/03,754
4,20/10/15,718
3,21/05/24,979
4,20/08/06,971
4,21/04/30,62
2,20/12/20,906
5,21/03/06,554
5,20/06/25,63
4,20/09/14,341
4,20/06/10,943
3,21/03/18,250
2,20/06/29,292
6,21/03/09,46
2,21/04/27,487
5,20/05/28,46
6,21/05/17,848
2,20/09/23,498
5,20/10/07,737
3,20/10/03,63
5,20/08/15,690
4,21/02/23,234
5,20/11/03,559
5,21/02/20,893
3,21/02/20,442
5,20/08/08,826
4,20/12/26,785
3,20/06/23,341
5,21/03/16,669
3,21/01/15,250
3,21/02/21,341
3,20/08/12,397
5,20/11/20,62
3,20/07/17,442
3,20/07/07,230
3,21/05/15,159
4,21/02/04,142
3,21/03/22,161
5,20/06/24,222
3,21/03/21,844
4,20/08/17,234
3,20/09/05,606
3,21/05/10,57
5,20/09/16,253
5,21/04/17,735
4,21/03/20,40
3,21/01/16,483
3,20/09/13,754
4,21/02/06,893
3,21/01/16,428
4,21/03/05,489
3,21/01/01,648
5,21/03/26,382
2,20/06/27,367
5,20/07/26,812
3,20/10/25,145
3,20/06/07,620
3,20/06/02,436
6,21/03/19,432
4,20/09/01,700
6,20/07/26,971
2,20/09/30,159
4,20/07/09,40
6,21/02/02,223
5,21/03/31,891
4,20/07/25,868
2,21/03/03,539
2,20/08/27,588
3,21/03/28,166
4,20/09/30,344
3,20/08/30,679
4,20/10/19,159
4,20/11/08,487
4,21/02/01,97
4,20/07/09,943
5,21/02/05,72
6,21/01/10,785
3,21/05/15,253
6,21/01/24,223
4,21/02/18,511
3,21/04/09,367
4,20/06/28,230
2,20/05/29,223
6,20/09/28,383
5,20/09/02,737
4,21/02/11,162
6,20/07/18,341
4,20/10/17,216
6,21/05/05,577
3,21/04/14,284
6,20/10/17,718
6,21/04/13,847
4,21/02/21,868
3,21/01/23,63
6,21/03/30,812
4,21/05/10,436
2,20/12/26,223
2,21/04/23,489
6,21/03/11,24
3,21/02/11,812
5,21/04/05,166
4,21/01/23,690
6,21/04/25,397
5,21/02/10,934
5,21/02/03,483
5,20/10/26,63
2,20/09/02,742
4,21/03/30,559
4,20/08/21,13
4,21/03/10,209
6,21/04/07,906
5,21/04/10,971
4,21/03/13,893
3,21/03/06,137
3,21/05/12,46
3,20/09/19,847
4,21/04/23,162
6,21/04/15,893
4,20/09/02,285
4,20/09/07,188
5,20/08/10,941
3,20/08/27,216
4,21/05/22,221
4,20/06/09,479
4,20/06/10,392
4,20/08/13,285
4,20/08/31,914
5,21/04/10,513
4,21/03/24,144
3,21/01/16,397
4,21/02/03,521
4,21/03/27,498
3,21/02/23,669
2,20/10/17,356
4,20/12/04,511
3,20/09/29,231
6,21/02/14,13
4,21/03/02,868
3,21/05/04,483
3,21/01/07,222
5,21/02/04,914
5,20/07/08,362
4,21/01/05,513
5,20/10/20,161
5,20/07/15,754
2,20/07/22,362
3,20/06/21,162
3,20/07/09,584
6,21/01/03,292
3,20/06/23,584
4,20/10/21,944
4,21/04/26,292
4,21/03/12,906
5,21/02/20,554
3,21/03/17,223
4,20/12/09,288
4,20/08/07,159
3,20/12/23,382
6,20/06/01,735
4,21/03/22,253
2,20/09/11,340
4,21/03/05,908
5,20/12/10,541
5,21/02/20,522
3,21/03/07,106
4,21/04/11,383
2,20/10/13,231
5,21/03/02,340
3,21/05/21,941
4,20/07/12,166
4,21/01/09,162
5,21/04/09,825
5,20/10/14,489
4,20/05/26,85
5,20/10/25,288
4,20/05/29,13
4,20/10/30,392
5,20/07/30,162
6,21/05/07,742
4,20/07/20,159
2,20/08/30,162
5,20/09/07,890
4,20/07/28,513
5,20/06/28,588
2,20/06/03,234
3,20/10/12,891
4,21/04/14,943
4,20/08/28,934
6,20/10/23,547
3,20/05/29,142
5,20/12/12,584
3,21/01/12,162
4,21/03/22,106
3,21/05/22,746
4,21/01/22,161
3,20/07/04,498
4,21/05/06,428
3,20/08/28,340
6,20/11/04,559
6,20/10/19,432
4,21/03/11,976
5,21/01/17,181
3,21/04/14,916
5,21/01/03,209
5,20/11/03,397
4,20/12/21,941
3,21/02/17,324
4,21/03/10,340
4,21/03/02,979
4,20/10/04,85
6,20/11/23,700
4,20/06/17,906
5,20/10/17,432
5,20/10/01,522
4,20/09/08,906
5,20/06/01,362
4,21/04/24,934
5,20/10/24,362
4,21/03/12,340
6,20/11/02,887
3,20/10/04,442
4,21/04/19,554
5,20/12/05,269
4,20/09/29,979
6,20/10/22,344
5,20/09/06,362
3,21/01/27,344
5,20/06/06,24
3,21/03/04,299
4,21/02/23,546
5,20/12/15,559
5,20/12/22,106
2,20/08/08,181
4,20/09/30,979
4,20/09/24,240
4,20/07/04,669
5,21/02/09,812
2,21/03/20,299
3,20/06/19,57
6,20/11/12,539
6,20/12/03,522
4,20/11/10,285
2,20/10/23,941
5,20/09/11,546
4,20/06/23,498
5,21/03/21,533
4,21/04/05,340
3,20/07/17,162
2,21/02/07,234
4,20/11/04,21
4,21/02/13,795
5,20/11/03,340
3,20/09/12,442
5,20/08/30,166
3,20/09/26,944
4,21/03/28,392
5,20/09/18,440
3,20/11/03,46
2,21/02/19,489
4,21/03/02,356
3,20/11/26,868
4,20/10/31,397
4,21/04/01,546
4,21/04/19,879
6,21/01/24,483
6,20/06/15,700
4,21/05/05,620
3,21/02/24,871
4,20/10/31,522
3,20/09/20,46
2,20/06/07,62
2,20/10/31,746
2,21/03/05,539
6,20/06/22,868
4,20/07/07,541
2,20/06/24,269
4,21/02/22,161
2,20/11/02,340
6,21/01/15,442
4,21/04/19,340
5,20/05/26,871
2,20/08/25,166
5,21/03/24,648
5,20/08/02,971
4,20/08/24,344
4,20/07/04,397
4,21/05/11,879
5,20/05/28,472
4,20/10/24,284
5,20/06/28,801
4,21/05/21,181
2,20/12/28,879
3,20/12/23,269
4,21/03/24,735
4,20/11/27,735
3,21/02/10,717
5,20/05/26,362
2,21/05/10,890
4,20/12/27,46
4,20/10/04,795
3,20/12/25,40
4,20/07/19,221
5,20/09/09,914
2,20/08/18,891
3,20/10/26,943
4,20/09/02,85
3,20/07/05,812
4,20/09/17,879
3,20/07/05,606
4,21/01/31,489
5,20/08/14,442
2,20/11/16,718
5,21/03/13,230
4,21/04/30,292
4,21/05/18,882
4,21/05/13,367
3,20/12/07,584
4,20/12/05,106
2,20/12/03,436
2,20/07/10,344
4,20/06/12,844
6,20/11/23,976
4,20/05/27,142
3,20/11/29,801
2,20/12/18,367
4,21/01/18,906
4,21/04/16,40
4,20/10/19,166
2,21/04/18,40
5,20/10/11,737
3,20/07/23,234
3,21/04/08,754
4,20/12/04,324
6,21/05/10,559
4,20/11/25,533
4,20/11/11,21
3,20/05/26,941
3,21/01/12,826
4,20/06/10,944
2,20/11/05,288
5,21/02/11,46
4,20/09/07,356
2,21/04/05,253
6,20/11/06,498
4,21/05/07,893
5,20/12/09,976
4,21/01/18,826
3,21/02/14,188
6,20/11/27,142
4,21/01/07,489
3,20/11/26,436
3,21/01/29,145
4,20/10/19,234
2,20/12/23,442
2,20/06/06,893
5,20/10/10,269
5,21/01/20,40
6,20/09/20,498
6,20/08/14,943
5,20/11/01,162
5,20/09/17,216
4,20/08/22,234
2,20/12/16,13
5,21/05/02,848
5,20/09/09,142
3,21/04/24,155
4,20/10/09,209
3,20/08/29,97
3,20/09/11,868
3,21/05/21,620
3,20/07/14,906
3,21/01/30,324
2,21/05/01,908
5,20/06/20,440
2,20/11/06,209
4,20/10/08,914
5,21/02/25,161
4,20/07/04,234
4,20/07/14,498
2,20/08/23,737
5,20/09/05,72
5,21/04/09,299
4,21/04/17,34
4,20/10/24,324
4,21/02/21,584
4,20/07/13,269
2,20/09/27,906
4,20/08/04,541
3,20/06/03,221
4,20/06/23,57
2,21/04/19,620
6,20/08/16,223
5,21/03/11,868
3,21/01/20,240
3,20/12/05,511
3,21/05/03,392
3,21/05/24,356
6,20/12/11,489
6,20/07/26,717
4,20/11/13,718
4,21/05/09,162
3,20/11/01,34
2,20/08/02,754
6,21/02/02,432
4,20/09/29,944
3,21/04/26,737
6,20/06/01,891
4,20/06/14,324
5,21/04/15,860
5,20/11/14,392
4,20/10/23,383
6,21/01/06,844
3,20/11/02,620
2,20/09/02,700
2,21/02/28,521
6,21/02/08,483
5,20/10/25,847
5,20/09/24,181
5,20/08/20,735
6,20/08/19,785
3,20/12/08,21
3,21/05/09,547
3,21/05/16,144
3,21/03/23,847
4,21/04/20,914
3,20/08/22,882
4,20/12/24,554
3,21/04/03,383
4,21/01/17,367
3,21/04/17,812
4,20/09/13,690
4,20/06/15,944
4,20/09/24,162
2,20/12/22,253
3,20/11/29,487
3,20/06/28,916
6,21/01/05,718
4,20/07/12,240
3,20/11/15,85
3,20/10/10,825
2,21/03/14,161
5,20/10/28,166
5,21/03/18,284
4,20/06/08,887
4,20/09/06,679
3,21/02/03,24
5,20/12/03,144
4,21/01/18,382
3,20/08/05,944
2,21/05/17,230
5,21/03/29,541
4,21/03/08,85
4,21/02/02,541
3,20/11/20,383
4,20/07/09,860
4,20/10/29,155
4,20/10/26,159
5,20/09/26,944
4,21/03/05,21
2,20/06/03,848
2,20/10/31,216
5,20/08/10,13
4,21/01/21,234
3,20/06/26,879
5,20/10/05,533
4,21/03/19,498
5,20/09/30,155
3,21/05/05,382
3,20/06/10,181
4,20/11/29,230
4,21/04/08,209
5,20/11/23,13
3,21/05/20,916
4,21/01/30,737
3,21/01/15,513
4,21/01/25,489
4,20/08/02,340
5,20/12/18,522
5,21/02/03,848
4,20/11/24,826
2,21/02/23,230
3,20/07/31,57
4,20/11/27,971
5,20/06/07,144
4,21/02/15,606
5,20/11/02,137
3,20/06/21,735
5,21/02/27,341
3,21/01/27,145
6,20/07/23,269
4,20/09/15,392
2,21/04/23,559
3,20/11/03,97
5,20/12/12,648
3,21/05/19,181
5,20/12/28,737
3,20/08/30,209
4,20/08/05,943
6,20/12/25,159
5,20/12/02,847
5,21/04/13,976
2,21/01/07,231
6,20/08/09,541
4,21/01/06,559
2,20/09/06,893
3,21/04/30,253
5,20/09/08,223
2,21/01/26,522
5,21/02/11,916
4,20/07/23,269
3,20/11/10,979
3,21/04/15,223
4,20/08/27,533
6,21/03/31,367
3,20/12/02,479
2,21/05/16,285
5,20/08/10,648
4,20/12/07,181
4,21/04/08,383
6,21/01/04,165
6,20/12/06,577
5,21/01/18,721
4,20/08/17,547
4,20/09/02,577
4,20/11/17,362
4,21/02/04,717
6,21/01/08,428
4,20/11/24,718
3,20/10/07,890
4,20/07/26,847
3,20/09/28,216
5,20/12/12,230
3,21/01/10,976
5,20/06/24,801
4,20/10/21,916
3,20/10/16,159
5,20/11/10,522
2,20/06/26,669
5,21/01/07,533
4,20/07/23,891
4,20/05/27,934
4,21/01/31,223
5,20/06/15,144
6,21/05/12,162
4,20/10/11,34
3,20/07/16,24
5,21/01/09,521
2,20/10/21,487
2,21/03/25,577
4,21/01/23,250
3,20/09/22,72
4,21/04/26,735
3,21/04/21,383
3,20/11/17,344
5,21/01/03,299
5,20/12/02,166
5,21/02/02,72
6,21/02/09,844
4,20/08/15,13
4,20/05/28,344
6,20/09/06,971
4,21/04/14,944
5,20/12/25,847
4,20/10/21,533
6,20/12/03,943
3,21/05/20,669
3,21/01/17,432
4,21/03/10,669
2,20/10/15,137
6,21/03/10,240
5,20/07/20,844
4,20/09/13,547
3,20/08/30,216
3,20/07/21,367
4,20/10/29,785
5,20/08/26,367
3,21/03/05,144
5,20/09/15,161
4,21/01/10,721
5,20/09/27,63
3,20/11/17,284
4,21/05/19,40
2,20/11/06,812
3,21/02/16,979
4,20/09/04,250
3,20/06/12,887
4,20/07/22,137
5,21/03/17,934
4,20/08/23,222
4,21/03/13,533
4,20/10/11,513
6,20/12/07,428
2,20/11/28,341
4,20/07/10,216
4,21/01/02,718
3,20/09/06,181
3,20/10/08,690
6,21/03/28,159
3,20/07/23,742
3,20/08/21,436
3,20/10/13,397
5,20/06/26,161
3,20/09/17,944
5,21/03/10,188
3,20/09/13,253
5,20/08/21,976
6,21/04/13,669
5,20/09/26,848
3,20/07/14,341
4,21/02/09,721
3,21/05/15,428
6,20/10/20,34
5,20/07/07,868
3,20/09/06,142
3,20/06/15,144
5,20/06/26,240
6,20/11/01,916
3,21/01/25,785
4,21/05/05,735
3,20/11/12,428
5,20/09/18,700
3,21/05/02,979
5,20/11/18,669
2,20/08/23,181
5,21/04/28,584
6,21/04/30,679
6,20/06/05,344
5,21/02/24,511
4,21/02/15,223
5,20/08/14,941
5,20/07/24,209
2,20/11/17,436
4,21/04/25,620
2,20/07/23,944
4,21/03/03,383
5,21/01/27,941
3,20/12/09,253
3,21/04/03,161
3,20/11/02,234
4,21/02/14,85
2,20/07/02,737
6,20/10/23,979
4,20/06/15,944
3,20/09/05,908
6,20/11/14,162
3,20/07/16,440
4,20/07/05,21
4,21/04/02,162
2,21/02/21,367
4,20/05/30,893
4,21/01/04,826
4,21/02/10,620
5,20/11/20,166
3,21/01/11,941
3,20/08/31,893
3,20/07/22,785
4,20/06/30,860
4,21/05/21,690
4,21/02/11,166
3,21/04/22,908
4,21/05/09,844
4,20/10/03,288
4,20/08/12,847
3,20/10/05,584
2,20/07/11,539
4,21/01/13,285
2,20/07/13,522
6,20/07/24,847
4,20/08/13,181
5,20/09/10,230
5,20/08/28,428
4,21/03/31,533
3,21/01/01,440
5,20/12/16,292
3,21/02/23,721
5,20/11/19,144
2,20/11/02,795
4,20/08/30,971
4,20/05/26,442
3,20/12/23,432
5,20/11/09,24
2,20/11/25,577
4,20/09/24,299
5,21/01/31,144
4,20/12/11,46
6,21/02/02,42
6,20/12/31,223
4,20/12/05,584
6,21/01/20,891
2,20/11/26,795
2,21/03/21,754
4,21/04/23,547
3,21/01/21,746
5,20/06/27,522
3,21/05/12,162
5,21/01/21,521
4,20/08/20,340
4,20/07/15,428
5,20/10/17,890
4,20/09/24,669
3,20/12/12,284
3,21/02/13,620
3,20/10/11,487
4,21/02/21,588
4,20/09/02,737
3,20/12/01,161
4,21/03/24,34
2,21/04/23,871
6,20/07/21,161
4,21/05/14,795
2,20/08/27,795
5,20/11/30,472
3,20/09/08,754
4,20/11/06,341
2,20/11/29,554
4,20/06/16,483
6,21/04/24,943
3,20/11/27,533
5,20/12/20,513
4,20/11/18,216
4,21/05/22,577
5,21/02/16,479
4,21/03/09,72
3,20/06/19,795
6,20/10/08,847
2,21/04/06,155
4,21/04/13,72
4,20/07/05,916
5,21/01/29,57
3,20/10/17,234
5,20/07/07,487
2,20/07/04,971
5,20/06/15,292
4,20/07/05,521
4,21/03/06,341
4,20/07/20,356
2,20/06/18,700
5,21/05/17,754
6,20/07/08,511
3,20/08/27,577
6,21/05/07,34
2,20/08/10,539
2,21/04/14,487
2,20/12/20,230
3,20/08/21,432
4,20/12/06,382
3,21/01/27,554
6,20/10/26,92
4,20/07/30,717
5,20/12/03,288
3,20/09/27,546
5,20/08/01,941
6,20/12/30,344
2,20/07/21,63
5,21/02/03,144
3,20/07/30,145
4,20/10/07,21
5,20/06/29,285
2,20/08/15,979
2,21/04/16,721
2,21/03/28,392
4,20/11/23,188
3,20/12/24,483
2,21/02/24,292
6,20/07/23,188
6,21/01/03,344
5,21/01/22,971
5,21/05/03,879
4,20/05/26,137
4,20/11/11,145
2,20/12/05,97
5,20/06/10,284
4,20/10/12,285
3,20/11/25,934
6,20/10/17,436
4,21/04/11,383
6,21/01/21,72
3,20/09/18,367
4,21/02/26,42
3,20/07/30,718
3,20/07/06,440
4,20/07/25,40
6,20/10/26,382
4,20/11/09,620
4,20/05/29,934
3,21/04/12,735
5,20/08/25,887
6,20/12/20,40
5,20/08/08,718
5,20/06/07,882
6,20/08/16,230
4,20/12/18,299
6,20/07/31,868
4,20/08/21,382
4,20/11/21,979
3,20/07/22,844
5,20/06/14,34
2,21/01/02,943
4,20/07/17,155
2,20/07/05,62
2,20/05/27,588
5,21/05/03,976
4,20/11/03,795
3,21/03/05,161
3,21/04/11,34
4,20/10/23,554
2,20/07/15,890
3,20/10/19,46
4,20/07/27,483
6,21/02/02,285
2,20/06/16,795
6,20/08/20,690
3,20/12/07,721
3,21/04/24,299
5,21/04/15,746
3,21/01/06,442
4,21/02/14,483
4,21/02/21,250
3,20/08/15,165
5,21/03/30,801
2,20/09/09,432
4,21/04/09,92
4,21/01/19,383
5,20/07/07,700
4,21/02/05,721
4,20/06/20,554
3,21/02/25,620
4,20/07/23,890
4,20/07/02,916
3,21/03/02,879
5,21/04/27,62
6,21/03/19,690
5,21/01/23,165
5,20/12/11,679
5,20/09/27,340
2,21/05/04,392
5,20/11/16,906
6,20/07/14,479
4,20/09/05,554
4,21/02/14,222
2,21/04/07,340
5,21/04/14,145
4,20/06/30,324
2,20/12/29,269
3,21/01/29,577
2,21/01/26,161
5,20/07/14,546
4,20/12/21,498
2,21/05/03,142
4,21/03/03,513
3,20/10/20,85
5,21/05/23,489
2,20/07/01,250
2,20/05/26,718
4,21/01/29,979
2,20/09/25,489
2,21/04/08,428
3,20/11/30,13
4,20/06/08,288
5,20/10/25,717
3,20/11/09,472
5,21/01/21,106
4,21/02/06,234
5,20/12/08,216
2,20/08/10,546
5,20/05/30,324
5,21/04/17,181
5,20/06/05,906
6,21/04/24,742
5,20/12/07,826
4,20/09/05,230
4,21/03/07,161
3,20/11/28,944
5,21/02/15,72
4,21/02/05,144
4,20/05/27,620
3,20/10/17,812
3,20/11/19,436
4,21/01/07,679
3,20/12/23,669
2,21/02/27,483
2,20/11/18,700
6,20/11/30,742
4,21/01/05,42
3,20/06/23,72
3,20/11/10,887
4,20/06/11,137
3,20/08/07,440
4,21/01/19,844
4,21/02/22,231
5,21/02/17,166
5,20/09/04,944
5,20/10/24,546
3,20/10/07,844
3,20/07/12,166
4,20/08/27,559
4,20/07/13,21
5,21/04/22,383
2,20/12/10,145
4,20/06/23,34
6,21/01/05,669
4,21/05/12,754
4,20/06/04,890
5,21/03/22,46
3,20/11/20,718
6,21/04/12,812
4,20/05/28,606
4,21/02/23,155
5,21/01/16,144
3,20/07/03,890
2,21/05/11,754
4,21/04/18,879
6,20/09/03,442
6,21/04/02,868
5,21/03/03,223
4,21/05/03,356
2,20/08/15,392
4,20/08/15,92
5,21/04/10,847
3,20/11/24,442
2,20/09/21,906
5,20/12/29,746
6,20/11/20,392
2,21/05/02,209
3,20/09/04,669
2,20/06/19,383
3,20/09/04,721
2,21/01/31,489
3,21/01/03,165
6,20/08/17,479
5,20/07/06,868
3,21/02/11,340
5,20/12/16,588
4,20/08/30,144
4,20/09/12,63
5,20/06/16,40
2,21/01/15,943
2,20/08/16,63
4,20/08/26,887
4,20/11/26,648
4,21/01/19,34
2,21/04/03,442
4,21/03/18,812
5,20/07/31,40
4,20/10/21,522
2,21/04/01,13
3,20/08/15,428
3,20/12/08,971
5,20/09/17,547
3,21/01/27,847
5,20/09/05,554
5,20/06/10,324
3,21/02/23,231
4,20/11/17,24
3,20/06/16,181
4,21/01/20,292
4,20/08/12,754
6,20/06/09,847
4,21/01/17,847
4,20/09/13,547
4,20/11/23,554
5,21/04/25,292
3,20/08/20,13
5,20/07/21,85
4,21/02/19,511
4,21/01/13,231
3,20/09/15,216
3,20/08/11,785
4,21/01/11,162
3,21/04/12,145
4,20/12/07,606
2,20/07/02,137
2,20/09/22,979
6,20/07/08,498
6,21/04/29,498
4,20/08/30,487
4,20/11/04,392
2,20/12/09,479
4,21/01/06,882
3,20/09/09,860
4,21/01/16,879
4,20/07/18,718
6,21/02/17,57
2,20/11/11,85
4,21/04/27,879
5,20/09/23,737
5,20/11/21,222
5,21/05/04,868
5,20/11/12,539
5,20/10/10,847
3,21/04/05,216
3,21/03/05,234
5,20/08/20,472
5,20/09/20,382
2,20/10/10,891
6,20/12/31,57
4,21/02/05,825
4,20/12/20,620
5,20/11/04,584
5,20/07/10,547
5,20/07/23,392
5,20/08/22,541
4,20/08/08,483
3,20/06/14,620
4,20/10/13,871
5,21/05/24,906
3,20/08/29,533
3,21/04/08,72
5,21/02/06,250
3,20/10/09,250
4,20/09/05,383
4,21/04/23,46
4,21/04/11,812
5,21/03/16,240
6,21/03/08,588
4,21/03/24,21
4,20/09/15,34
5,21/01/31,539
4,20/08/18,742
5,20/06/15,511
3,21/02/05,541
4,20/10/07,181
5,21/02/05,106
5,20/10/22,887
3,20/09/20,785
6,21/05/18,812
4,20/06/14,588
4,21/01/22,735
4,21/02/19,324
3,20/11/23,181
5,21/04/12,161
5,20/06/07,24
6,20/12/30,559
3,20/06/17,588
2,20/09/28,879
5,20/12/24,230
3,20/09/03,324
3,20/11/19,392
5,20/09/26,871
2,20/11/21,106
4,21/04/15,801
3,21/03/26,284
3,21/02/08,340
3,21/01/18,735
4,21/02/13,92
2,21/05/02,547
3,20/06/22,860
2,20/12/25,584
5,20/11/11,825
