"DAY","ID","AGE","RESULT"
21/03/22,482,27,7
21/04/26,912,27,5
20/10/26,311,32,1
20/12/10,612,79,3
20/08/03,782,27,3
21/02/28,871,21,3
21/02/02,104,77,1
20/10/25,118,56,2
20/11/23,801,18,3
21/04/19,738,71,2
21/02/11,708,59,6
21/03/28,933,43,5
20/12/19,987,58,6
21/02/03,817,64,3
20/09/26,780,57,5
21/04/06,180,27,8
21/04/12,583,49,1
20/10/19,55,64,1
20/07/05,850,65,6
20/10/29,508,40,4
21/04/27,558,44,8
21/04/28,306,36,6
21/01/27,906,21,7
20/07/20,614,56,3
21/04/12,715,72,0
21/05/19,960,44,1
20/07/29,755,41,1
21/03/28,602,70,3
20/08/01,515,29,3
21/02/15,992,57,2
21/02/14,652,26,7
21/04/30,383,18,0
20/06/26,220,26,3
21/05/23,82,77,5
20/06/13,721,21,6
21/04/19,715,72,8
20/09/05,876,40,1
20/08/04,581,73,8
21/03/29,588,22,8
21/01/07,467,51,3
21/03/01,406,52,9
21/05/18,363,31,8
20/10/25,357,71,2
21/02/21,592,33,7
21/01/09,22,39,2
21/03/03,637,42,0
21/04/04,98,62,8
21/02/21,317,50,8
20/09/15,710,36,4
21/01/27,512,54,7
20/09/04,517,79,8
21/04/12,402,55,8
21/04/24,177,59,4
21/01/19,984,29,2
21/04/29,480,77,9
20/09/17,940,33,3
21/02/08,992,57,6
21/02/22,516,69,5
21/05/14,200,69,0
21/02/07,813,58,9
20/08/12,536,51,6
21/01/04,950,66,2
20/10/18,52,55,5
21/04/05,802,79,7
20/06/15,971,24,2
21/04/28,541,18,4
20/08/23,593,45,7
21/04/16,125,72,4
20/10/17,932,78,9
20/09/09,933,43,5
20/08/13,72,22,7
20/11/28,464,37,3
21/01/17,502,78,9
21/05/15,911,67,0
21/04/18,578,42,1
21/03/21,927,55,0
21/02/24,976,22,1
21/04/30,129,62,6
20/06/22,788,69,3
20/06/03,942,60,4
21/03/09,278,25,0
20/06/09,81,30,1
21/03/09,297,70,3
20/06/16,569,64,1
20/12/23,914,18,8
21/03/18,37,64,1
21/01/07,35,44,2
21/05/19,102,29,6
21/05/02,652,26,7
20/08/17,503,44,0
21/05/06,305,48,3
20/06/07,319,39,0
21/05/22,952,78,0
20/09/16,548,70,8
20/11/06,291,69,5
21/02/17,965,43,8
21/03/09,439,36,2
21/05/02,657,57,7
21/05/03,261,63,1
20/09/24,995,59,8
20/11/06,192,64,2
21/02/15,334,59,6
21/04/19,519,70,7
20/10/13,310,31,5
21/03/06,310,31,1
21/03/01,646,44,2
21/01/13,200,69,5
21/04/26,171,37,7
21/05/04,202,39,2
20/08/05,288,20,0
21/03/10,854,30,9
20/06/12,179,35,5
20/12/27,90,51,1
20/09/26,591,33,8
21/01/20,953,75,5
21/01/05,113,40,5
21/02/05,398,73,1
20/10/28,876,40,1
21/04/04,196,72,1
21/04/25,902,76,6
20/06/13,106,20,2
21/03/10,192,64,2
21/05/19,598,53,0
20/12/09,517,79,1
20/10/09,780,57,6
20/06/30,273,42,6
21/05/15,940,33,4
20/10/23,763,47,1
21/03/15,660,33,2
21/02/17,238,79,6
20/11/06,307,75,8
21/05/01,911,67,7
20/10/08,856,72,0
20/08/17,999,53,3
21/04/05,402,55,2
21/02/16,602,70,3
21/02/15,610,40,5
20/10/30,132,41,0
20/10/29,186,43,5
21/04/17,245,36,5
20/05/30,143,58,2
20/12/26,619,64,8
21/03/11,114,42,6
21/05/03,906,21,2
21/04/16,158,60,7
20/11/05,248,64,8
21/04/25,844,21,6
21/02/08,862,58,5
21/01/05,432,21,0
21/02/19,992,57,6
21/01/30,299,19,5
21/05/08,464,37,8
21/03/03,969,54,3
20/05/27,255,43,6
20/06/14,335,60,0
20/06/01,326,44,1
21/05/12,81,30,5
20/12/21,98,62,7
21/04/12,456,66,8
21/04/10,361,64,5
21/05/17,249,60,0
21/03/30,523,33,5
20/10/20,554,19,4
20/07/25,733,47,1
21/05/05,35,44,0
20/06/06,982,36,7
20/12/25,792,31,6
20/12/18,676,38,5
20/08/19,198,46,3
21/02/10,22,39,3
20/08/20,300,46,0
21/02/03,115,72,5
21/02/19,127,33,7
20/12/10,675,39,0
20/08/03,15,64,3
21/05/20,236,34,4
20/12/10,550,29,7
20/06/29,159,24,0
20/08/21,238,79,8
21/02/03,284,24,4
21/03/10,128,40,8
20/09/29,99,77,4
21/04/30,691,52,2
21/04/07,512,54,3
21/05/08,260,58,0
20/08/27,593,45,4
21/03/24,971,24,9
21/02/04,80,26,8
20/06/14,221,21,1
20/10/08,695,63,2
20/10/31,77,34,4
20/10/26,772,28,2
20/11/15,623,55,5
20/08/09,578,42,5
21/01/03,191,64,8
20/07/24,399,27,0
21/01/08,239,43,6
20/08/05,567,31,6
20/09/17,356,21,6
21/04/03,405,55,3
21/04/28,386,69,7
21/02/15,175,37,5
20/06/05,426,43,4
21/05/16,408,27,9
20/12/25,928,27,8
21/02/21,417,74,8
21/03/24,136,64,7
20/12/08,170,64,5
20/06/14,132,41,6
21/05/24,577,21,5
20/08/29,850,65,5
21/03/02,626,73,6
21/04/19,123,67,2
20/10/21,624,72,0
21/04/14,602,70,8
21/05/08,291,69,3
21/05/07,167,67,1
21/04/29,220,26,5
21/03/29,479,23,5
20/09/16,190,76,4
21/05/01,569,64,9
20/06/09,596,31,7
20/10/26,229,52,4
21/05/21,867,29,4
20/12/04,324,19,9
21/03/02,763,47,3
21/05/01,67,73,3
20/10/11,564,53,4
21/04/08,622,29,4
20/06/09,662,72,2
20/11/30,891,20,2
20/12/20,656,48,3
20/12/13,690,24,9
20/09/30,332,27,8
20/10/10,332,27,1
21/04/25,442,22,2
21/05/05,348,76,3
21/02/19,629,58,3
21/02/15,970,69,6
21/02/20,604,37,5
21/02/23,217,78,7
20/12/29,446,57,0
20/12/27,910,51,5
20/11/11,84,49,0
20/08/08,989,50,1
20/07/26,976,22,7
20/08/09,420,55,6
21/01/06,171,37,2
21/01/31,35,44,9
21/05/06,615,73,9
20/08/07,606,18,9
20/06/23,302,43,6
21/03/04,672,38,9
21/03/08,631,49,5
20/11/07,386,69,9
21/02/09,45,28,2
20/06/13,146,31,3
21/03/11,434,30,1
20/10/07,694,29,8
21/05/11,411,44,5
21/04/15,303,55,0
21/04/13,28,66,4
20/11/29,101,28,1
21/05/06,304,52,6
21/02/23,436,19,5
20/08/10,908,22,7
20/10/14,486,55,9
21/05/02,744,75,2
21/03/20,335,60,6
21/01/24,131,77,5
21/04/01,563,40,5
20/10/06,381,32,5
20/11/07,690,24,2
21/03/30,490,45,6
20/11/19,932,78,1
20/12/22,665,36,4
21/04/29,367,19,2
20/11/09,767,79,8
21/04/21,629,58,7
20/11/20,107,32,9
21/04/30,844,21,1
21/05/15,123,67,2
20/08/15,453,30,0
21/04/09,232,32,6
20/10/20,248,64,2
21/03/11,701,51,1
20/10/04,590,53,1
20/09/20,301,68,5
20/06/23,489,21,2
21/04/01,689,75,9
21/02/17,645,60,9
21/03/12,530,29,1
21/05/04,736,34,7
21/01/20,330,33,9
21/04/26,844,21,5
21/05/19,35,44,7
21/04/04,562,78,7
20/07/29,251,30,2
21/01/28,848,23,8
20/11/24,887,23,0
20/08/04,804,73,9
20/08/14,449,25,5
21/04/28,903,74,5
21/02/28,352,42,8
21/03/25,61,32,1
21/04/08,112,62,2
20/08/23,816,68,6
20/06/18,542,77,3
21/02/07,110,69,3
21/02/06,184,47,4
20/12/26,846,60,6
21/04/01,384,76,5
20/12/11,236,34,8
20/11/12,549,71,1
21/03/24,591,33,4
20/10/14,286,41,8
20/08/05,101,28,0
21/01/02,360,78,8
20/07/15,459,63,5
21/04/19,978,75,3
21/04/15,337,43,1
21/04/15,888,60,1
20/07/12,696,51,7
20/08/10,756,31,6
21/03/19,318,45,8
21/04/20,364,29,1
20/09/28,442,22,3
20/12/04,997,48,0
20/06/26,214,63,5
21/05/17,145,23,9
20/12/07,340,23,9
21/04/28,602,70,3
20/08/15,89,50,4
21/01/14,409,55,7
21/01/11,366,61,5
20/10/15,870,51,9
20/12/22,287,27,7
21/02/03,896,30,2
20/06/17,439,36,2
21/04/08,617,78,8
20/07/19,233,74,0
20/11/07,421,51,1
21/03/04,408,27,6
21/02/27,235,30,1
21/05/08,642,37,1
21/01/06,921,41,0
21/02/20,786,60,8
20/10/18,195,41,4
21/01/24,308,49,7
20/11/18,199,62,9
20/10/21,765,73,4
21/04/22,749,25,3
21/03/08,963,73,6
21/02/05,219,29,3
20/11/08,918,63,3
20/11/01,110,69,1
20/09/02,604,37,8
21/01/15,793,40,6
21/01/08,746,23,3
21/04/10,664,45,5
20/08/20,941,21,0
20/08/09,183,51,6
20/10/27,820,62,5
21/01/02,745,78,2
21/05/05,3,68,9
20/12/23,788,69,8
21/02/28,785,20,5
20/06/11,726,46,2
21/01/05,915,66,2
20/10/12,966,34,0
20/06/20,146,31,1
21/02/25,364,29,5
20/10/05,714,75,8
21/01/13,442,22,3
21/01/04,23,65,9
20/12/13,576,41,3
20/09/15,174,75,4
20/07/17,442,22,0
21/03/22,86,40,9
20/08/18,363,31,2
21/02/19,650,50,3
20/11/12,602,70,7
21/05/14,816,68,0
20/06/15,651,41,9
20/11/13,603,35,3
20/10/13,704,32,7
20/07/02,461,30,4
20/06/07,615,73,8
20/08/10,277,43,9
20/11/02,995,59,8
21/03/07,369,53,8
20/05/28,53,63,3
21/04/30,518,74,4
20/11/10,74,72,7
21/03/10,587,44,0
20/12/10,324,19,5
20/08/11,526,62,4
21/03/23,776,30,9
21/03/11,612,79,3
21/04/13,637,42,4
20/07/30,462,69,2
21/01/18,567,31,3
21/02/15,114,42,5
20/08/25,157,71,4
21/05/15,721,21,2
20/06/03,470,29,2
21/05/06,278,25,0
21/02/17,64,27,6
20/08/27,732,52,1
20/10/18,798,51,6
20/12/16,765,73,2
20/07/21,74,72,9
21/02/10,418,57,5
21/03/23,174,75,8
21/04/16,519,70,2
21/05/06,112,62,1
21/02/15,784,47,7
20/08/15,211,64,9
21/05/16,247,27,2
21/01/31,164,79,8
20/12/10,834,73,8
20/08/19,557,48,3
21/05/02,824,37,6
20/08/16,666,54,6
21/05/08,36,71,9
20/12/20,585,73,6
20/09/20,995,59,4
20/10/20,37,64,9
21/04/03,794,62,7
20/06/20,561,65,1
20/10/21,142,20,5
21/05/18,671,31,4
21/02/26,531,41,4
20/07/05,176,64,5
20/05/30,898,76,8
21/03/27,394,53,1
20/07/09,192,64,2
21/03/04,308,49,0
21/04/12,183,51,4
20/09/03,23,65,9
21/05/06,483,19,6
20/08/14,391,39,4
21/05/04,914,18,9
20/06/13,990,55,8
21/03/20,818,34,8
21/05/01,346,62,6
20/08/29,921,41,3
21/01/26,78,55,4
20/10/16,563,40,2
21/03/05,123,67,8
21/01/25,967,41,8
20/10/14,748,78,3
21/04/07,581,73,2
20/07/22,447,56,9
21/03/27,289,52,6
20/09/01,265,62,5
21/05/17,770,30,3
21/04/26,995,59,3
20/09/16,448,51,7
20/09/21,344,22,7
20/11/02,110,69,4
20/12/02,771,33,2
20/08/18,269,18,9
20/11/30,0,60,8
21/05/06,109,34,2
20/11/27,767,79,2
21/03/06,193,31,8
21/03/01,30,74,2
20/10/11,26,41,8
21/04/13,311,32,3
20/06/21,520,26,4
21/03/25,812,21,7
21/04/08,617,78,7
21/05/05,50,55,6
20/08/26,985,30,2
21/01/26,27,58,2
21/04/13,565,73,1
21/03/28,967,41,9
20/10/04,562,78,5
21/02/16,28,66,1
21/02/24,377,42,1
21/03/03,540,30,0
21/05/14,339,58,8
20/12/08,405,55,8
21/03/14,939,27,6
21/05/02,136,64,7
20/06/21,510,73,3
21/05/16,921,41,3
20/08/09,457,44,2
20/12/18,904,30,7
21/02/03,253,18,2
20/07/23,881,38,4
21/02/23,209,19,3
20/06/07,213,36,2
20/08/17,393,51,8
20/06/11,158,60,4
20/09/21,692,53,1
21/02/17,129,62,5
20/07/27,991,70,5
20/06/25,833,76,9
20/10/02,265,62,7
20/09/28,701,51,4
21/04/29,919,72,1
21/04/04,673,33,6
21/03/12,78,55,6
20/08/21,217,78,0
20/12/05,847,21,9
21/05/14,749,25,5
21/04/04,254,46,3
20/06/04,237,48,1
20/10/05,147,51,3
20/07/27,692,53,2
21/05/09,858,68,6
21/04/25,301,68,6
21/04/02,230,21,1
21/04/17,596,31,4
21/05/14,137,21,6
20/12/17,469,79,7
20/10/26,872,79,6
21/04/14,542,77,5
21/03/08,874,77,3
21/02/26,400,64,0
21/04/26,602,70,4
21/03/29,83,42,1
21/03/20,326,44,1
21/01/07,311,32,8
20/06/27,959,53,4
21/02/24,691,52,7
21/05/19,296,32,6
21/01/14,596,31,6
20/10/27,844,21,9
21/03/29,394,53,8
21/03/02,846,60,9
21/03/29,120,43,6
21/04/15,885,40,1
20/11/06,688,48,9
21/04/21,762,35,2
21/05/13,429,44,3
21/01/08,304,52,0
21/02/02,51,47,8
20/09/10,388,33,6
20/07/03,171,37,8
20/09/27,631,49,5
21/04/29,878,69,1
20/07/05,773,70,5
21/02/23,337,43,5
21/05/11,893,23,8
20/09/26,796,36,7
21/04/05,405,55,6
21/05/08,9,25,8
20/12/30,658,35,8
21/05/12,918,63,0
20/08/23,305,48,5
21/04/22,407,76,2
20/10/25,996,35,0
21/05/04,215,76,9
21/03/06,619,64,9
20/07/03,733,47,4
20/10/25,967,41,9
20/12/19,309,79,5
21/01/14,798,51,3
20/10/28,542,77,0
21/05/13,27,58,1
21/02/08,407,76,1
20/12/15,853,66,1
20/09/03,713,53,6
20/12/24,575,50,5
21/04/09,941,21,7
20/09/19,910,51,1
21/05/02,536,51,3
21/03/13,986,26,8
21/02/17,657,57,2
20/12/08,790,68,0
20/10/29,684,75,6
20/12/12,637,42,0
21/02/05,365,61,0
20/06/13,571,52,3
21/05/13,268,59,4
20/09/08,403,52,4
21/05/11,272,77,8
21/04/03,708,59,7
20/07/01,378,27,6
20/06/13,324,19,0
20/12/24,133,61,2
20/08/31,647,66,0
20/08/29,299,19,7
20/12/28,192,64,5
20/10/02,933,43,6
21/04/22,813,58,5
21/01/02,630,55,6
21/05/03,513,22,0
20/09/08,963,73,7
21/04/02,670,36,5
20/10/14,31,37,1
20/08/18,189,35,4
21/03/11,3,68,4
21/05/07,284,24,8
21/05/15,238,79,9
21/04/22,6,58,2
20/12/27,278,25,7
20/12/02,656,48,4
20/10/20,2,37,7
20/10/29,236,34,5
21/01/27,966,34,8
21/01/24,50,55,1
21/01/31,472,20,1
21/01/05,908,22,3
21/03/17,634,58,4
21/02/17,573,63,3
21/02/25,481,63,3
20/12/31,526,62,1
20/10/10,675,39,2
21/04/24,540,30,5
20/12/09,766,33,7
20/11/15,830,64,3
21/01/20,568,34,8
21/04/22,925,68,3
20/06/01,159,24,9
21/01/11,213,36,9
21/05/07,80,26,9
20/06/15,217,78,2
20/12/18,32,75,4
20/07/06,684,75,6
20/08/06,531,41,3
20/06/17,225,31,6
20/08/14,7,76,3
21/01/30,514,69,2
21/02/16,70,37,0
21/02/06,378,27,1
20/11/20,396,55,0
21/04/10,252,44,4
21/02/02,154,41,9
20/08/21,247,27,1
20/08/26,302,43,4
21/02/19,880,40,7
21/03/03,991,70,6
21/01/29,954,72,6
21/02/16,958,35,6
20/12/15,173,40,8
20/11/29,933,43,8
20/10/21,58,64,8
21/05/15,572,36,9
20/06/03,608,28,1
21/04/25,625,76,0
20/08/06,100,37,7
20/12/16,764,76,3
21/01/11,618,59,7
20/06/03,933,43,9
21/02/11,859,53,8
21/05/19,244,66,4
21/05/20,208,59,9
21/05/12,495,39,0
20/12/25,910,51,9
21/05/24,798,51,1
20/08/12,7,76,6
20/06/25,780,57,6
21/03/25,592,33,6
21/02/17,878,69,3
21/03/29,293,77,1
21/05/16,624,72,1
21/05/11,8,42,9
21/04/05,788,69,9
20/06/16,413,55,7
21/05/10,502,78,0
21/05/03,507,61,2
20/08/29,519,70,3
21/02/18,577,21,7
21/04/23,895,30,6
21/03/30,674,30,1
20/06/14,814,35,2
20/06/07,169,42,4
20/05/30,723,41,4
21/02/25,263,72,6
20/09/18,486,55,1
20/06/02,76,39,4
21/03/12,920,37,0
21/03/07,191,64,6
21/04/12,366,61,2
21/03/20,970,69,2
21/02/23,941,21,0
20/10/06,79,77,1
21/02/08,842,39,9
20/12/26,951,26,7
21/01/28,222,21,1
20/07/24,859,53,2
21/04/30,571,52,4
21/02/16,222,21,6
21/04/18,214,63,5
20/08/27,355,76,4
20/12/21,991,70,7
20/10/07,99,77,5
20/06/21,930,55,9
21/03/26,457,44,6
21/01/01,147,51,3
20/09/28,244,66,0
21/01/03,937,53,5
20/08/27,649,35,6
20/10/19,127,33,9
21/05/23,597,49,9
21/04/02,448,51,8
20/10/28,846,60,8
21/05/23,481,63,5
20/10/28,969,54,7
20/12/20,483,19,5
20/11/02,455,46,0
21/02/16,151,40,3
20/09/10,431,49,3
21/04/11,938,58,9
20/10/14,941,21,3
21/02/02,850,65,7
20/06/29,653,53,2
21/02/21,944,20,7
20/09/23,528,37,4
20/08/18,138,71,3
21/05/03,178,39,1
21/03/07,268,59,9
21/02/24,267,71,3
21/02/07,508,40,1
21/04/14,601,58,1
21/04/02,168,29,1
21/03/18,468,61,7
21/03/11,165,24,2
20/12/22,179,35,7
21/04/29,499,28,2
21/02/17,748,78,7
21/05/12,320,78,2
20/09/27,276,67,8
21/02/20,181,24,8
20/07/04,164,79,6
21/04/09,981,54,9
21/05/01,490,45,9
21/01/11,517,79,5
20/07/03,406,52,2
20/06/29,670,36,4
21/03/21,455,46,9
20/07/27,71,66,0
21/05/01,692,53,9
21/02/20,533,24,4
21/02/27,288,20,5
21/02/14,440,18,7
20/08/22,416,76,3
21/05/15,191,64,8
20/08/10,196,72,7
21/05/10,341,22,1
20/05/30,670,36,9
21/03/10,520,26,6
21/04/02,231,22,8
21/04/16,599,64,3
21/02/03,258,52,6
21/02/09,159,24,9
21/05/15,52,55,1
21/01/31,673,33,0
20/07/20,75,36,4
21/04/22,36,71,0
21/03/04,323,57,6
21/01/10,191,64,0
21/05/21,688,48,8
21/04/30,353,33,0
21/05/17,510,73,0
20/09/04,77,34,6
21/05/13,480,77,2
20/07/03,865,76,1
21/05/01,304,52,0
21/01/29,61,32,2
21/03/08,587,44,6
21/04/18,239,43,5
21/01/22,14,75,0
21/05/09,746,23,2
21/05/17,51,47,6
20/08/10,33,46,3
20/11/18,979,20,0
21/04/28,300,46,7
20/11/16,212,37,2
21/05/03,6,58,2
21/05/22,959,53,0
21/04/09,159,24,1
21/01/04,10,61,1
20/12/07,858,68,6
20/09/30,732,52,1
20/09/16,550,29,4
21/02/27,320,78,7
20/11/30,534,40,6
20/11/24,228,65,1
21/04/17,379,45,7
20/10/25,353,33,6
20/09/23,101,28,0
21/05/18,710,36,2
21/04/30,535,50,1
20/10/30,562,78,3
21/04/22,801,18,5
20/11/19,905,68,6
21/03/15,750,52,3
20/06/20,141,43,9
21/04/02,996,35,6
21/03/26,10,61,5
21/04/24,174,75,7
20/08/21,593,45,8
21/05/17,126,38,0
20/09/01,942,60,8
20/10/26,36,71,3
21/05/11,892,29,5
20/06/09,933,43,9
21/04/02,847,21,4
20/06/01,838,62,7
20/08/22,184,47,5
21/01/18,414,46,8
20/10/24,580,32,1
21/02/12,89,50,4
21/01/25,527,49,6
20/12/12,260,58,0
21/04/28,329,35,0
20/09/02,832,51,2
20/08/15,182,62,9
20/08/17,863,68,4
21/05/22,452,76,1
21/02/23,104,77,1
20/11/29,420,55,0
20/09/10,759,63,6
20/06/03,905,68,3
21/01/13,652,26,7
20/12/05,222,21,3
20/10/01,37,64,7
21/05/14,51,47,4
21/04/25,721,21,6
20/10/18,933,43,1
20/08/23,751,51,3
21/02/08,68,59,3
20/12/10,683,25,2
20/12/29,304,52,1
21/04/18,88,39,5
20/08/02,75,36,5
21/05/13,928,27,2
21/02/20,510,73,2
20/06/15,308,49,2
20/10/03,681,26,0
20/11/13,163,31,6
21/02/15,397,18,4
20/06/30,644,69,3
20/10/08,138,71,1
21/01/04,189,35,7
21/02/09,100,37,5
20/05/25,769,56,0
21/03/30,96,47,0
20/07/22,677,73,1
21/05/16,883,32,9
21/02/18,554,19,7
21/03/06,818,34,7
20/09/26,507,61,1
20/08/01,524,63,6
21/03/21,595,30,7
20/06/14,945,29,4
21/01/27,462,69,3
20/07/20,978,75,5
20/05/31,833,76,4
21/02/06,175,37,1
20/12/17,413,55,6
21/05/15,283,56,2
21/05/11,612,79,9
20/10/18,740,32,4
20/08/17,213,36,3
20/06/15,820,62,6
20/07/27,652,26,0
20/07/02,900,36,2
21/01/10,742,21,1
20/08/04,639,43,6
20/12/18,649,35,2
21/05/03,929,46,3
21/05/01,965,43,3
20/06/01,835,35,0
20/10/19,264,25,1
20/08/29,16,30,2
21/04/30,313,32,4
20/08/01,877,72,4
21/04/22,783,36,7
20/08/15,968,54,7
20/07/26,649,35,4
21/05/21,182,62,0
21/05/23,489,21,8
21/05/23,678,47,8
20/08/15,486,55,9
21/01/22,543,68,8
20/11/18,344,22,4
21/02/04,845,65,2
20/12/14,348,76,4
21/05/07,43,53,9
20/08/03,417,74,0
21/02/08,397,18,1
20/12/23,665,36,6
20/12/27,735,24,5
20/12/08,582,38,7
21/02/01,981,54,9
21/05/09,941,21,0
21/03/31,224,35,4
21/04/02,42,22,4
20/06/25,952,78,1
20/08/19,971,24,1
21/04/21,112,62,2
20/06/22,232,32,2
20/11/30,568,34,4
20/11/25,513,22,7
21/02/16,722,33,8
20/08/20,755,41,2
20/08/04,435,74,0
20/12/05,967,41,9
21/05/08,770,30,2
21/05/18,567,31,2
20/12/14,107,32,4
20/11/07,516,69,3
21/01/06,487,20,3
21/04/17,816,68,0
20/06/24,656,48,5
20/08/22,725,30,3
20/07/02,799,39,5
21/04/14,366,61,5
21/05/20,412,55,7
21/05/11,95,77,3
21/04/12,517,79,5
21/02/13,190,76,1
20/12/28,22,39,5
21/05/16,933,43,4
21/04/12,584,21,5
21/05/04,648,24,7
21/02/25,344,22,9
21/04/25,57,20,0
20/10/09,897,39,1
21/05/02,358,43,3
20/12/24,641,60,6
20/09/16,586,53,4
20/07/22,699,45,6
20/06/19,727,57,0
21/04/15,791,73,8
21/04/18,890,23,3
21/05/19,385,69,6
20/12/06,783,36,9
20/06/05,450,46,6
20/06/09,851,48,2
20/08/02,427,60,2
21/04/02,54,35,2
21/02/24,382,22,5
20/07/27,467,51,0
21/04/25,258,52,8
20/08/23,698,59,6
20/08/13,817,64,9
21/04/12,49,27,1
21/02/20,732,52,9
20/12/31,585,73,2
21/03/18,437,28,1
20/12/12,862,58,7
20/10/19,347,49,3
21/04/23,491,60,0
21/03/16,754,20,0
20/12/02,886,68,8
21/03/06,699,45,9
20/12/21,680,47,4
21/03/22,288,20,5
20/12/19,181,24,8
21/03/14,430,72,0
21/04/15,16,30,2
21/04/25,78,55,8
21/05/06,499,28,9
20/12/17,336,63,8
21/05/08,797,43,8
21/01/22,107,32,1
20/06/21,887,23,2
21/01/13,82,77,2
21/02/01,534,40,6
21/02/24,308,49,3
21/01/06,446,57,0
20/10/15,3,68,2
21/05/07,20,61,7
20/10/21,513,22,3
21/05/19,840,73,0
21/02/13,170,64,9
21/05/12,319,39,1
21/04/23,342,62,7
21/04/12,397,18,0
21/04/29,347,49,6
20/08/04,306,36,9
20/07/16,399,27,5
20/06/07,388,33,9
21/03/06,231,22,4
20/08/09,321,37,7
20/07/19,499,28,3
21/01/12,823,39,2
21/02/19,267,71,2
21/05/02,134,51,8
21/01/01,73,73,9
20/08/14,902,76,7
20/08/03,95,77,5
21/04/21,871,21,2
21/02/25,709,47,5
20/09/28,509,37,3
20/06/12,756,31,7
21/04/07,598,53,7
21/01/28,999,53,5
20/12/17,106,20,5
21/05/09,797,43,1
21/03/03,517,79,6
20/11/27,818,34,4
20/06/01,427,60,9
20/08/18,366,61,0
20/06/15,796,36,2
21/05/05,996,35,6
20/07/30,368,69,5
20/10/05,495,39,8
21/01/05,278,25,8
21/04/25,448,51,3
21/04/06,482,27,1
20/09/11,416,76,7
20/08/07,221,21,5
20/12/11,149,38,9
20/12/10,59,73,0
20/10/13,83,42,9
21/01/09,539,22,0
21/02/19,257,76,5
20/07/28,588,22,1
21/04/14,777,30,5
20/07/26,379,45,2
20/08/03,775,42,9
21/03/29,690,24,0
21/02/06,298,57,8
20/07/21,793,40,7
20/07/15,771,33,7
20/07/31,777,30,4
21/02/13,924,64,3
20/11/07,600,57,4
21/05/15,604,37,7
21/04/01,631,49,5
20/06/28,608,28,9
21/03/28,37,64,9
20/12/28,755,41,4
20/09/03,663,59,0
20/09/18,60,56,6
20/10/12,717,23,7
20/12/14,972,36,2
21/02/27,754,20,1
20/12/02,160,50,5
20/06/02,738,71,6
21/03/23,792,31,0
20/08/14,391,39,4
21/04/27,712,73,1
21/03/04,456,66,8
20/06/16,257,76,8
20/10/04,925,68,4
21/02/18,986,26,5
20/12/24,216,24,5
21/03/22,911,67,3
20/05/27,766,33,5
20/09/24,669,23,1
21/04/02,392,19,1
21/05/24,590,53,7
20/12/26,399,27,9
20/11/01,244,66,5
20/07/19,570,60,6
21/03/18,700,19,6
21/03/26,696,51,8
21/02/19,107,32,8
20/08/15,711,70,6
20/12/28,589,57,0
21/05/23,696,51,4
20/06/26,305,48,2
20/06/09,278,25,7
20/06/25,54,35,2
20/12/27,298,57,6
20/12/13,658,35,4
21/05/20,798,51,3
21/05/04,877,72,4
21/05/16,233,74,2
20/11/25,768,33,1
21/04/14,492,36,4
21/04/27,906,21,9
20/12/10,73,73,9
21/04/05,536,51,6
20/10/13,765,73,5
20/08/12,29,28,4
20/12/15,870,51,9
21/04/14,956,42,1
20/06/01,954,72,0
21/04/16,405,55,5
21/04/04,981,54,5
21/03/24,555,46,6
21/01/14,745,78,6
20/12/25,605,65,4
20/12/27,528,37,1
21/05/03,563,40,1
21/05/13,492,36,4
20/08/08,540,30,4
20/08/05,533,24,9
21/02/27,730,77,8
20/10/06,681,26,2
21/04/26,643,56,3
21/03/01,345,47,0
20/06/04,867,29,9
20/12/06,743,49,4
20/10/13,857,69,3
21/03/24,500,25,5
20/05/30,955,27,0
21/05/22,740,32,9
21/05/18,35,44,6
21/04/28,789,60,2
20/08/07,351,28,4
20/10/18,98,62,0
21/04/12,52,55,3
20/12/17,118,56,1
21/05/05,360,78,8
20/07/17,707,73,5
21/02/11,131,77,1
21/04/20,461,30,0
20/12/17,641,60,7
20/09/22,916,23,4
21/03/23,18,79,2
21/02/20,54,35,0
21/03/07,538,39,4
21/05/12,635,62,5
21/05/22,840,73,1
21/02/10,933,43,8
21/01/20,951,26,7
20/10/12,321,37,6
20/12/10,832,51,4
21/05/20,671,31,7
20/09/01,949,67,7
21/04/18,465,55,0
20/12/13,323,57,0
21/04/24,296,32,4
21/03/27,480,77,3
20/10/11,355,76,5
20/10/03,965,43,6
20/06/08,638,45,9
21/04/04,306,36,0
21/05/01,827,45,2
21/02/06,523,33,4
21/03/04,495,39,6
20/09/24,125,72,2
20/10/23,140,28,0
21/05/24,485,51,2
20/12/11,204,45,0
20/08/15,643,56,5
21/02/28,489,21,6
21/05/06,99,77,4
20/08/05,340,23,6
21/05/14,485,51,3
21/05/17,572,36,9
21/04/26,454,42,4
21/01/21,865,76,7
21/02/05,607,60,8
21/02/23,833,76,3
21/05/24,28,66,6
20/06/20,97,22,9
21/04/13,289,52,0
21/04/23,168,29,0
20/08/26,257,76,6
20/07/31,401,28,9
20/11/11,117,41,7
20/12/03,930,55,9
20/09/22,373,72,9
21/04/17,381,32,7
20/10/25,433,72,7
21/03/02,243,47,3
21/01/22,814,35,0
20/06/02,844,21,2
20/11/04,345,47,0
21/03/30,941,21,6
20/06/12,324,19,7
20/06/03,742,21,6
20/12/21,828,43,7
